eps,mean,std,n
0.005,0.09751928846041358,0.11377092645807621,6
0.01,0.35644276440143585,0.31031961151061294,6
0.02,0.5533077120780945,0.20487386095874846,6
0.05,0.7210978344082832,0.14315162399545683,6
0.1,0.7210855434338251,0.14316509707947356,6
